radius_km,rep,pair_jaccard,clusters,clustered_share
1,65,1.0,4,0.6833333333333333
1,66,1.0,4,0.6833333333333333
1,67,1.0,4,0.6833333333333333
1,68,1.0,4,0.6833333333333333
1,69,1.0,4,0.6833333333333333
1,70,1.0,4,0.6833333333333333
1,71,1.0,4,0.6833333333333333
1,72,1.0,4,0.6833333333333333
1,73,1.0,4,0.6833333333333333
1,74,1.0,4,0.6833333333333333
1,75,1.0,4,0.6833333333333333
1,76,1.0,4,0.6833333333333333
1,77,1.0,4,0.6833333333333333
1,78,1.0,4,0.6833333333333333
1,79,1.0,4,0.6833333333333333
1,80,1.0,4,0.6833333333333333
1,81,1.0,4,0.6833333333333333
1,82,1.0,4,0.6833333333333333
1,83,1.0,4,0.6833333333333333
1,84,1.0,4,0.6833333333333333
1,85,1.0,4,0.6833333333333333
1,86,1.0,4,0.6833333333333333
1,87,1.0,4,0.6833333333333333
1,88,1.0,4,0.6833333333333333
1,89,1.0,4,0.6833333333333333
1,90,1.0,4,0.6833333333333333
1,91,1.0,4,0.6833333333333333
1,92,1.0,4,0.6833333333333333
1,93,1.0,4,0.6833333333333333
1,94,1.0,4,0.6833333333333333
1,95,1.0,4,0.6833333333333333
1,96,1.0,4,0.6833333333333333
1,97,1.0,4,0.6833333333333333
1,98,1.0,4,0.6833333333333333
1,99,1.0,4,0.6833333333333333
1,100,1.0,4,0.6833333333333333
1,101,1.0,4,0.6833333333333333
1,102,1.0,4,0.6833333333333333
1,103,1.0,4,0.6833333333333333
1,104,1.0,4,0.6833333333333333
1,105,1.0,4,0.6833333333333333
1,106,1.0,4,0.6833333333333333
1,107,1.0,4,0.6833333333333333
1,108,1.0,4,0.6833333333333333
1,109,1.0,4,0.6833333333333333
1,110,1.0,4,0.6833333333333333
1,111,1.0,4,0.6833333333333333
1,112,1.0,4,0.6833333333333333
1,113,1.0,4,0.6833333333333333
1,114,1.0,4,0.6833333333333333
1,115,1.0,4,0.6833333333333333
1,116,1.0,4,0.6833333333333333
1,117,1.0,4,0.6833333333333333
1,118,1.0,4,0.6833333333333333
1,119,1.0,4,0.6833333333333333
1,120,1.0,4,0.6833333333333333
1,121,1.0,4,0.6833333333333333
1,122,1.0,4,0.6833333333333333
1,123,1.0,4,0.6833333333333333
1,124,1.0,4,0.6833333333333333
1,125,1.0,4,0.6833333333333333
1,126,1.0,4,0.6833333333333333
1,127,1.0,4,0.6833333333333333
1,128,1.0,4,0.6833333333333333
1,129,1.0,4,0.6833333333333333
1,130,1.0,4,0.6833333333333333
1,131,1.0,4,0.6833333333333333
1,132,1.0,4,0.6833333333333333
1,133,1.0,4,0.6833333333333333
1,134,1.0,4,0.6833333333333333
1,135,1.0,4,0.6833333333333333
1,136,1.0,4,0.6833333333333333
1,137,1.0,4,0.6833333333333333
1,138,1.0,4,0.6833333333333333
1,139,1.0,4,0.6833333333333333
1,140,1.0,4,0.6833333333333333
1,141,1.0,4,0.6833333333333333
1,142,1.0,4,0.6833333333333333
1,143,1.0,4,0.6833333333333333
1,144,1.0,4,0.6833333333333333
1,145,1.0,4,0.6833333333333333
1,146,1.0,4,0.6833333333333333
1,147,1.0,4,0.6833333333333333
1,148,1.0,4,0.6833333333333333
1,149,1.0,4,0.6833333333333333
1,150,1.0,4,0.6833333333333333
1,151,1.0,4,0.6833333333333333
1,152,1.0,4,0.6833333333333333
1,153,1.0,4,0.6833333333333333
1,154,1.0,4,0.6833333333333333
1,155,1.0,4,0.6833333333333333
1,156,1.0,4,0.6833333333333333
1,157,1.0,4,0.6833333333333333
1,158,1.0,4,0.6833333333333333
1,159,1.0,4,0.6833333333333333
1,160,1.0,4,0.6833333333333333
1,161,1.0,4,0.6833333333333333
1,162,1.0,4,0.6833333333333333
1,163,1.0,4,0.6833333333333333
1,164,1.0,4,0.6833333333333333
1,165,1.0,4,0.6833333333333333
1,166,1.0,4,0.6833333333333333
1,167,1.0,4,0.6833333333333333
1,168,1.0,4,0.6833333333333333
1,169,1.0,4,0.6833333333333333
1,170,1.0,4,0.6833333333333333
1,171,1.0,4,0.6833333333333333
1,172,1.0,4,0.6833333333333333
1,173,1.0,4,0.6833333333333333
1,174,1.0,4,0.6833333333333333
1,175,1.0,4,0.6833333333333333
1,176,1.0,4,0.6833333333333333
1,177,1.0,4,0.6833333333333333
1,178,1.0,4,0.6833333333333333
1,179,1.0,4,0.6833333333333333
1,180,1.0,4,0.6833333333333333
1,181,1.0,4,0.6833333333333333
1,182,1.0,4,0.6833333333333333
1,183,1.0,4,0.6833333333333333
1,184,1.0,4,0.6833333333333333
1,185,1.0,4,0.6833333333333333
1,186,1.0,4,0.6833333333333333
1,187,1.0,4,0.6833333333333333
1,188,1.0,4,0.6833333333333333
1,189,1.0,4,0.6833333333333333
1,190,1.0,4,0.6833333333333333
1,191,1.0,4,0.6833333333333333
1,192,1.0,4,0.6833333333333333
1,193,1.0,4,0.6833333333333333
1,194,1.0,4,0.6833333333333333
1,195,1.0,4,0.6833333333333333
1,196,1.0,4,0.6833333333333333
1,197,1.0,4,0.6833333333333333
1,198,1.0,4,0.6833333333333333
1,199,1.0,4,0.6833333333333333
3,0,1.0,4,0.6833333333333333
3,1,1.0,4,0.6833333333333333
3,2,1.0,4,0.6833333333333333
3,3,1.0,4,0.6833333333333333
3,4,1.0,4,0.6833333333333333
3,5,1.0,4,0.6833333333333333
3,6,1.0,4,0.6833333333333333
3,7,1.0,4,0.6833333333333333
3,8,1.0,4,0.6833333333333333
3,9,0.9565217391304348,4,0.65
3,10,1.0,4,0.6833333333333333
3,11,1.0,4,0.6833333333333333
3,12,1.0,4,0.6833333333333333
3,13,1.0,4,0.6833333333333333
3,14,1.0,4,0.6833333333333333
3,15,1.0,4,0.6833333333333333
3,16,1.0,4,0.6833333333333333
3,17,1.0,4,0.6833333333333333
3,18,1.0,4,0.6833333333333333
3,19,1.0,4,0.6833333333333333
3,20,1.0,4,0.6833333333333333
3,21,1.0,4,0.6833333333333333
3,22,1.0,4,0.6833333333333333
3,23,0.9525691699604744,5,0.6833333333333333
3,24,1.0,4,0.6833333333333333
3,25,1.0,4,0.6833333333333333
3,26,1.0,4,0.6833333333333333
3,27,1.0,4,0.6833333333333333
3,28,1.0,4,0.6833333333333333
3,29,1.0,4,0.6833333333333333
3,30,1.0,4,0.6833333333333333
3,31,1.0,4,0.6833333333333333
3,32,1.0,4,0.6833333333333333
3,33,1.0,4,0.6833333333333333
3,34,1.0,4,0.6833333333333333
3,35,1.0,4,0.6833333333333333
3,36,1.0,4,0.6833333333333333
3,37,0.9525691699604744,5,0.6833333333333333
3,38,0.9525691699604744,5,0.6833333333333333
3,39,0.9288537549407114,4,0.6166666666666667
3,40,1.0,4,0.6833333333333333
3,41,1.0,4,0.6833333333333333
3,42,1.0,4,0.6833333333333333
3,43,1.0,4,0.6833333333333333
3,44,1.0,4,0.6833333333333333
3,45,1.0,4,0.6833333333333333
3,46,1.0,4,0.6833333333333333
3,47,1.0,4,0.6833333333333333
3,48,1.0,4,0.6833333333333333
3,49,1.0,4,0.6833333333333333
3,50,1.0,4,0.6833333333333333
3,51,1.0,4,0.6833333333333333
3,52,0.9565217391304348,4,0.65
3,53,1.0,4,0.6833333333333333
3,54,1.0,4,0.6833333333333333
3,55,0.9525691699604744,5,0.6833333333333333
3,56,1.0,4,0.6833333333333333
3,57,0.9525691699604744,5,0.6833333333333333
3,58,1.0,4,0.6833333333333333
3,59,0.9525691699604744,5,0.6833333333333333
3,60,1.0,4,0.6833333333333333
3,61,1.0,4,0.6833333333333333
3,62,1.0,4,0.6833333333333333
3,63,1.0,4,0.6833333333333333
3,64,1.0,4,0.6833333333333333
3,65,0.9525691699604744,5,0.6833333333333333
3,66,1.0,4,0.6833333333333333
3,67,1.0,4,0.6833333333333333
3,68,1.0,4,0.6833333333333333
3,69,1.0,4,0.6833333333333333
3,70,0.9525691699604744,5,0.6833333333333333
3,71,1.0,4,0.6833333333333333
3,72,1.0,4,0.6833333333333333
3,73,1.0,4,0.6833333333333333
3,74,1.0,4,0.6833333333333333
3,75,1.0,4,0.6833333333333333
3,76,1.0,4,0.6833333333333333
3,77,1.0,4,0.6833333333333333
3,78,0.9525691699604744,5,0.6833333333333333
3,79,1.0,4,0.6833333333333333
3,80,1.0,4,0.6833333333333333
3,81,1.0,4,0.6833333333333333
3,82,1.0,4,0.6833333333333333
3,83,1.0,4,0.6833333333333333
3,84,1.0,4,0.6833333333333333
3,85,1.0,4,0.6833333333333333
3,86,0.9525691699604744,5,0.6833333333333333
3,87,1.0,4,0.6833333333333333
3,88,1.0,4,0.6833333333333333
3,89,1.0,4,0.6833333333333333
3,90,1.0,4,0.6833333333333333
3,91,1.0,4,0.6833333333333333
3,92,1.0,4,0.6833333333333333
3,93,1.0,4,0.6833333333333333
3,94,1.0,4,0.6833333333333333
3,95,1.0,4,0.6833333333333333
3,96,1.0,4,0.6833333333333333
3,97,1.0,4,0.6833333333333333
3,98,1.0,4,0.6833333333333333
3,99,1.0,4,0.6833333333333333
3,100,1.0,4,0.6833333333333333
3,101,1.0,4,0.6833333333333333
3,102,1.0,4,0.6833333333333333
3,103,1.0,4,0.6833333333333333
3,104,0.9525691699604744,5,0.6833333333333333
3,105,1.0,4,0.6833333333333333
3,106,1.0,4,0.6833333333333333
3,107,1.0,4,0.6833333333333333
3,108,0.9565217391304348,4,0.65
3,109,0.9525691699604744,5,0.6833333333333333
3,110,1.0,4,0.6833333333333333
3,111,1.0,4,0.6833333333333333
3,112,1.0,4,0.6833333333333333
3,113,1.0,4,0.6833333333333333
3,114,1.0,4,0.6833333333333333
3,115,1.0,4,0.6833333333333333
3,116,1.0,4,0.6833333333333333
3,117,1.0,4,0.6833333333333333
3,118,1.0,4,0.6833333333333333
3,119,1.0,4,0.6833333333333333
3,120,1.0,4,0.6833333333333333
3,121,0.9565217391304348,4,0.65
3,122,0.9565217391304348,4,0.65
3,123,1.0,4,0.6833333333333333
3,124,1.0,4,0.6833333333333333
3,125,1.0,4,0.6833333333333333
3,126,1.0,4,0.6833333333333333
3,127,1.0,4,0.6833333333333333
3,128,1.0,4,0.6833333333333333
3,129,1.0,4,0.6833333333333333
3,130,1.0,4,0.6833333333333333
3,131,1.0,4,0.6833333333333333
3,132,1.0,4,0.6833333333333333
3,133,1.0,4,0.6833333333333333
3,134,1.0,4,0.6833333333333333
3,135,1.0,4,0.6833333333333333
3,136,0.9565217391304348,4,0.65
3,137,1.0,4,0.6833333333333333
3,138,1.0,4,0.6833333333333333
3,139,0.9525691699604744,5,0.6833333333333333
3,140,1.0,4,0.6833333333333333
3,141,1.0,4,0.6833333333333333
3,142,1.0,4,0.6833333333333333
3,143,1.0,4,0.6833333333333333
3,144,1.0,4,0.6833333333333333
3,145,1.0,4,0.6833333333333333
3,146,0.9525691699604744,5,0.6833333333333333
3,147,1.0,4,0.6833333333333333
3,148,1.0,4,0.6833333333333333
3,149,1.0,4,0.6833333333333333
3,150,1.0,4,0.6833333333333333
3,151,0.9565217391304348,4,0.65
3,152,1.0,4,0.6833333333333333
3,153,1.0,4,0.6833333333333333
3,154,1.0,4,0.6833333333333333
3,155,1.0,4,0.6833333333333333
3,156,1.0,4,0.6833333333333333
3,157,1.0,4,0.6833333333333333
3,158,1.0,4,0.6833333333333333
3,159,1.0,4,0.6833333333333333
3,160,1.0,4,0.6833333333333333
3,161,1.0,4,0.6833333333333333
3,162,1.0,4,0.6833333333333333
3,163,1.0,4,0.6833333333333333
3,164,1.0,4,0.6833333333333333
3,165,0.9565217391304348,4,0.65
3,166,1.0,4,0.6833333333333333
3,167,1.0,4,0.6833333333333333
3,168,1.0,4,0.6833333333333333
3,169,1.0,4,0.6833333333333333
3,170,1.0,4,0.6833333333333333
3,171,0.9525691699604744,5,0.6833333333333333
3,172,1.0,4,0.6833333333333333
3,173,0.9525691699604744,5,0.6833333333333333
3,174,1.0,4,0.6833333333333333
3,175,1.0,4,0.6833333333333333
3,176,1.0,4,0.6833333333333333
3,177,1.0,4,0.6833333333333333
3,178,1.0,4,0.6833333333333333
3,179,1.0,4,0.6833333333333333
3,180,0.9525691699604744,5,0.6833333333333333
3,181,0.9525691699604744,5,0.6833333333333333
3,182,1.0,4,0.6833333333333333
3,183,1.0,4,0.6833333333333333
3,184,0.9525691699604744,5,0.6833333333333333
3,185,1.0,4,0.6833333333333333
3,186,1.0,4,0.6833333333333333
3,187,0.9565217391304348,4,0.65
3,188,1.0,4,0.6833333333333333
3,189,1.0,4,0.6833333333333333
3,190,1.0,4,0.6833333333333333
3,191,1.0,4,0.6833333333333333
3,192,1.0,4,0.6833333333333333
3,193,1.0,4,0.6833333333333333
3,194,0.9525691699604744,5,0.6833333333333333
3,195,1.0,4,0.6833333333333333
3,196,1.0,4,0.6833333333333333
3,197,1.0,4,0.6833333333333333
3,198,0.9525691699604744,5,0.6833333333333333
3,199,0.9565217391304348,4,0.65
5,0,1.0,4,0.6833333333333333
5,1,1.0,4,0.6833333333333333
5,2,0.9525691699604744,5,0.6833333333333333
5,3,1.0,4,0.6833333333333333
5,4,1.0,4,0.6833333333333333
5,5,1.0,4,0.6833333333333333
5,6,0.9604743083003953,4,0.6666666666666666
5,7,0.9525691699604744,5,0.6833333333333333
5,8,1.0,4,0.6833333333333333
5,9,1.0,4,0.6833333333333333
5,10,1.0,4,0.6833333333333333
5,11,1.0,4,0.6833333333333333
5,12,1.0,4,0.6833333333333333
5,13,1.0,4,0.6833333333333333
5,14,1.0,4,0.6833333333333333
5,15,0.9525691699604744,5,0.6833333333333333
5,16,0.9565217391304348,4,0.65
5,17,0.9604743083003953,4,0.6666666666666666
5,18,1.0,4,0.6833333333333333
5,19,0.9525691699604744,5,0.6833333333333333
5,20,1.0,4,0.6833333333333333
5,21,1.0,4,0.6833333333333333
5,22,1.0,4,0.6833333333333333
5,23,1.0,4,0.6833333333333333
5,24,1.0,4,0.6833333333333333
5,25,1.0,4,0.6833333333333333
5,26,0.9525691699604744,5,0.6833333333333333
5,27,1.0,4,0.6833333333333333
5,28,1.0,4,0.6833333333333333
5,29,1.0,4,0.6833333333333333
5,30,1.0,4,0.6833333333333333
5,31,0.9565217391304348,4,0.65
5,32,1.0,4,0.6833333333333333
5,33,1.0,4,0.6833333333333333
5,34,1.0,4,0.6833333333333333
5,35,0.9525691699604744,5,0.6833333333333333
5,36,1.0,4,0.6833333333333333
5,37,1.0,4,0.6833333333333333
5,38,0.9565217391304348,4,0.65
5,39,1.0,4,0.6833333333333333
5,40,1.0,4,0.6833333333333333
5,41,1.0,4,0.6833333333333333
5,42,1.0,4,0.6833333333333333
5,43,1.0,4,0.6833333333333333
5,44,1.0,4,0.6833333333333333
5,45,1.0,4,0.6833333333333333
5,46,0.9525691699604744,5,0.6833333333333333
5,47,1.0,4,0.6833333333333333
5,48,1.0,4,0.6833333333333333
5,49,1.0,4,0.6833333333333333
5,50,1.0,4,0.6833333333333333
5,51,1.0,4,0.6833333333333333
5,52,1.0,4,0.6833333333333333
5,53,1.0,4,0.6833333333333333
5,54,1.0,4,0.6833333333333333
5,55,1.0,4,0.6833333333333333
5,56,0.9565217391304348,4,0.65
5,57,0.9525691699604744,5,0.6833333333333333
5,58,1.0,4,0.6833333333333333
5,59,1.0,4,0.6833333333333333
5,60,1.0,4,0.6833333333333333
5,61,1.0,4,0.6833333333333333
5,62,0.9525691699604744,5,0.6833333333333333
5,63,1.0,4,0.6833333333333333
5,64,1.0,4,0.6833333333333333
5,65,1.0,4,0.6833333333333333
5,66,1.0,4,0.6833333333333333
5,67,0.9525691699604744,5,0.6833333333333333
5,68,0.9525691699604744,5,0.6833333333333333
5,69,1.0,4,0.6833333333333333
5,70,1.0,4,0.6833333333333333
5,71,1.0,4,0.6833333333333333
5,72,1.0,4,0.6833333333333333
5,73,1.0,4,0.6833333333333333
5,74,1.0,4,0.6833333333333333
5,75,0.9525691699604744,5,0.6833333333333333
5,76,1.0,4,0.6833333333333333
5,77,0.9525691699604744,5,0.6833333333333333
5,78,1.0,4,0.6833333333333333
5,79,0.9525691699604744,5,0.6833333333333333
5,80,0.9525691699604744,5,0.6833333333333333
5,81,1.0,4,0.6833333333333333
5,82,1.0,4,0.6833333333333333
5,83,1.0,4,0.6833333333333333
5,84,1.0,4,0.6833333333333333
5,85,1.0,4,0.6833333333333333
5,86,1.0,4,0.6833333333333333
5,87,1.0,4,0.6833333333333333
5,88,0.9288537549407114,4,0.6166666666666667
5,89,1.0,4,0.6833333333333333
5,90,1.0,4,0.6833333333333333
5,91,1.0,4,0.6833333333333333
5,92,1.0,4,0.6833333333333333
5,93,0.9604743083003953,4,0.6666666666666666
5,94,1.0,4,0.6833333333333333
5,95,1.0,4,0.6833333333333333
5,96,1.0,4,0.6833333333333333
5,97,1.0,4,0.6833333333333333
5,98,1.0,4,0.6833333333333333
5,99,0.9604743083003953,4,0.6666666666666666
5,100,1.0,4,0.6833333333333333
5,101,1.0,4,0.6833333333333333
5,102,1.0,4,0.6833333333333333
5,103,1.0,4,0.6833333333333333
5,104,1.0,4,0.6833333333333333
5,105,1.0,4,0.6833333333333333
5,106,1.0,4,0.6833333333333333
5,107,1.0,4,0.6833333333333333
5,108,1.0,4,0.6833333333333333
5,109,1.0,4,0.6833333333333333
5,110,1.0,4,0.6833333333333333
5,111,1.0,4,0.6833333333333333
5,112,1.0,4,0.6833333333333333
5,113,0.9525691699604744,5,0.6833333333333333
5,114,1.0,4,0.6833333333333333
5,115,0.9604743083003953,4,0.6666666666666666
5,116,1.0,4,0.6833333333333333
5,117,1.0,4,0.6833333333333333
5,118,1.0,4,0.6833333333333333
5,119,0.9565217391304348,4,0.65
5,120,0.9525691699604744,5,0.6833333333333333
5,121,1.0,4,0.6833333333333333
5,122,1.0,4,0.6833333333333333
5,123,1.0,4,0.6833333333333333
5,124,1.0,4,0.6833333333333333
5,125,1.0,4,0.6833333333333333
5,126,1.0,4,0.6833333333333333
5,127,1.0,4,0.6833333333333333
5,128,0.9525691699604744,5,0.6833333333333333
5,129,1.0,4,0.6833333333333333
5,130,1.0,4,0.6833333333333333
5,131,0.9525691699604744,5,0.6833333333333333
5,132,1.0,4,0.6833333333333333
5,133,1.0,4,0.6833333333333333
5,134,1.0,4,0.6833333333333333
5,135,1.0,4,0.6833333333333333
5,136,1.0,4,0.6833333333333333
5,137,1.0,4,0.6833333333333333
5,138,0.9565217391304348,4,0.65
5,139,0.9604743083003953,4,0.6666666666666666
5,140,1.0,4,0.6833333333333333
5,141,0.9565217391304348,4,0.65
5,142,1.0,4,0.6833333333333333
5,143,1.0,4,0.6833333333333333
5,144,0.9565217391304348,4,0.65
5,145,1.0,4,0.6833333333333333
5,146,1.0,4,0.6833333333333333
5,147,1.0,4,0.6833333333333333
5,148,1.0,4,0.6833333333333333
5,149,0.9525691699604744,5,0.6833333333333333
5,150,0.9525691699604744,5,0.6833333333333333
5,151,1.0,4,0.6833333333333333
5,152,1.0,4,0.6833333333333333
5,153,0.9565217391304348,4,0.65
5,154,1.0,4,0.6833333333333333
5,155,1.0,4,0.6833333333333333
5,156,1.0,4,0.6833333333333333
5,157,1.0,4,0.6833333333333333
5,158,1.0,4,0.6833333333333333
5,159,1.0,4,0.6833333333333333
5,160,1.0,4,0.6833333333333333
5,161,1.0,4,0.6833333333333333
5,162,1.0,4,0.6833333333333333
5,163,1.0,4,0.6833333333333333
5,164,1.0,4,0.6833333333333333
5,165,1.0,4,0.6833333333333333
5,166,1.0,4,0.6833333333333333
5,167,1.0,4,0.6833333333333333
5,168,1.0,4,0.6833333333333333
5,169,1.0,4,0.6833333333333333
5,170,1.0,4,0.6833333333333333
5,171,1.0,4,0.6833333333333333
5,172,0.9604743083003953,4,0.6666666666666666
5,173,1.0,4,0.6833333333333333
5,174,1.0,4,0.6833333333333333
5,175,0.9525691699604744,5,0.6833333333333333
5,176,0.9288537549407114,4,0.6166666666666667
5,177,0.9525691699604744,5,0.6833333333333333
5,178,1.0,4,0.6833333333333333
5,179,1.0,4,0.6833333333333333
5,180,1.0,4,0.6833333333333333
5,181,1.0,4,0.6833333333333333
5,182,1.0,4,0.6833333333333333
5,183,1.0,4,0.6833333333333333
5,184,1.0,4,0.6833333333333333
5,185,0.9565217391304348,4,0.65
5,186,1.0,4,0.6833333333333333
5,187,1.0,4,0.6833333333333333
5,188,1.0,4,0.6833333333333333
5,189,1.0,4,0.6833333333333333
5,190,1.0,4,0.6833333333333333
5,191,0.9525691699604744,5,0.6833333333333333
5,192,1.0,4,0.6833333333333333
5,193,1.0,4,0.6833333333333333
5,194,1.0,4,0.6833333333333333
5,195,0.9525691699604744,5,0.6833333333333333
5,196,1.0,4,0.6833333333333333
5,197,1.0,4,0.6833333333333333
5,198,0.9525691699604744,5,0.6833333333333333
5,199,1.0,4,0.6833333333333333
